ID;Bezeichnung;Quelle;Reifegrad;IoT;Cyber Physical System;Cloud Computing;Machine Learning;DLT (Distributed Ledger);Mobile based systems;Anbieter;Technologie;Maturity Index;Strategische Ziele;Branche;Funktion;SCOR1;Unterprozess
408;Intelligent guided Vehicles von AGILOX Services;https://businessblog.magenta.at/iot-case-studies;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;AGILOX Services (https://www.agilox.net/de);Autonome Transportsysteme;Adaptierbarkeit;Prozessdauer;Logistik & Post;Transport;Deliver;Deliver8-11:
408;Intelligent guided Vehicles von AGILOX Services;https://businessblog.magenta.at/iot-case-studies;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;AGILOX Services (https://www.agilox.net/de);Autonome Transportsysteme;Adaptierbarkeit;Produkt- & Dienstleistungseigenschaften;Logistik & Post;Transport;Deliver;Deliver8-11:
409;Real-time visibility of Supply Chain operations with IoT bei einem britischen Food Service Spezialisten;https://www.iotone.com/casestudy/real-time-visibility-of-supply-chain-operations-with-iot/c949;Nutzung;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR;Saviant (https://www.saviantconsulting.com/data-analytics-consulting.aspx);DCaaS (Datacenter);Sichtbarkeit;Durchsichtigkeit;Wholesale. Distribution;Zustandsbestimmung;Deliver;Deliver12:
409;Real-time visibility of Supply Chain operations with IoT bei einem britischen Food Service Spezialisten;https://www.iotone.com/casestudy/real-time-visibility-of-supply-chain-operations-with-iot/c949;Nutzung;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR;Saviant (https://www.saviantconsulting.com/data-analytics-consulting.aspx);DCaaS (Datacenter);Sichtbarkeit;Prozessdauer;Wholesale. Distribution;Zustandsbestimmung;Deliver;Deliver12:
410;Machine Monitoring bei Carolina Precision;https://www.iotone.com/casestudy/machinemetrics-helped-carolina-precision-saved-over-1.5m-on-machine-monitoring/c914;Nutzung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;Machinemetrics (https://www.machinemetrics.com/hubfs/MachineMetrics-CS-Carolina.pdf);DCaaS (Datacenter);Prognosefaehigkeit;Prozessqualitaet;Anlagen- und Maschinenbau;Analyse;Enable;Enable1-2:
410;Machine Monitoring bei Carolina Precision;https://www.iotone.com/casestudy/machinemetrics-helped-carolina-precision-saved-over-1.5m-on-machine-monitoring/c914;Nutzung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;Machinemetrics (https://www.machinemetrics.com/hubfs/MachineMetrics-CS-Carolina.pdf);DCaaS (Datacenter);Prognosefaehigkeit;Ordnung & Sauberkeit;Anlagen- und Maschinenbau;Analyse;Enable;Enable1-2:
411;Big Data Analytics in der Elektronikfertigung;https://lni40.de/lni40-content/uploads/2018/01/Usecases-DE_Big_Data_Analytics_Elektronikfertigung.pdf;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Dualis mit Fuji und Smart Electronic Factory (https://www.dualis-it.de/) Fuji (https://www.fuji-euro.de/) (http://smartelectronicfactory.de/);Digital Twin;Transparenz;Kosten;Elektronik/Elektro;Prognose;Make;Make4:
411;Big Data Analytics in der Elektronikfertigung;https://lni40.de/lni40-content/uploads/2018/01/Usecases-DE_Big_Data_Analytics_Elektronikfertigung.pdf;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Dualis mit Fuji und Smart Electronic Factory (https://www.dualis-it.de/) Fuji (https://www.fuji-euro.de/) (http://smartelectronicfactory.de/);Digital Twin;Transparenz;Prozessqualitaet;Elektronik/Elektro;Prognose;Make;Make4:
412;Produktion 4.0: Agile Planung und flexible Prozesse;https://lni40.de/lni40-content/uploads/2018/01/Usecases-DE_Produktion40_Planung_Prozesse.pdf;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Ber-LEAN TechCenter mit Robodev und Sinfosy (https://ber-lean-tech.center/) (https://robodev.eu/#applications) (https://www.sinfosy.com/de/);Reaktive Zustandsueberwachung;Transparenz;Kosten;Non-Food;Zustandsbestimmung;Enable;Enable1-2:
412;Produktion 4.0: Agile Planung und flexible Prozesse;https://lni40.de/lni40-content/uploads/2018/01/Usecases-DE_Produktion40_Planung_Prozesse.pdf;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Ber-LEAN TechCenter mit Robodev und Sinfosy (https://ber-lean-tech.center/) (https://robodev.eu/#applications) (https://www.sinfosy.com/de/);Reaktive Zustandsueberwachung;Transparenz;Ordnung & Sauberkeit;Non-Food;Zustandsbestimmung;Enable;Enable1-2:
413;Industrielle Lernfabrik 4.0 in der Feintechnikschule VS_Schwenningen;https://lni40.de/lni40-content/uploads/2018/01/Usecases-DE_Industrielle_Lernfabrik40.pdf;Prototyp;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;Asstec mit Gewatec Systemloesungen und Muega (https://asstec.net/) (https://www.gewatec.com/Produkte/produkte.html) (http://www.muega.de/de/robotics/);Vernetzung von Systemen;Adaptierbarkeit;Kosten;Aus-/Weiterbildung;Herstellung;Make;Make4:
413;Industrielle Lernfabrik 4.0 in der Feintechnikschule VS_Schwenningen;https://lni40.de/lni40-content/uploads/2018/01/Usecases-DE_Industrielle_Lernfabrik40.pdf;Prototyp;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;Asstec mit Gewatec Systemloesungen und Muega (https://asstec.net/) (https://www.gewatec.com/Produkte/produkte.html) (http://www.muega.de/de/robotics/);Vernetzung von Systemen;Adaptierbarkeit;Ergonomie;Aus-/Weiterbildung;Herstellung;Make;Make4:
414;Smart Cargo Bike Trinamic;https://lni40.de/lni40-content/uploads/2018/03/Usecases-DE_Smart_Cargo_Bike-1.pdf;Pilotanwendung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;CarboFibretech mit Trinamic Motion Control und TU Braunschweig (https://carbofibretec.de/projekte-2/) (https://www.trinamic.com/solutions/research/leichtlast/) (https://www.tu-braunschweig.de/);Proaktive Zustandsueberwachung;Prognosefaehigkeit;Nachhaltigkeit;Logistik & Post;Analyse;Enable;Enable1-2:
414;Smart Cargo Bike Trinamic;https://lni40.de/lni40-content/uploads/2018/03/Usecases-DE_Smart_Cargo_Bike-1.pdf;Pilotanwendung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;CarboFibretech mit Trinamic Motion Control und TU Braunschweig (https://carbofibretec.de/projekte-2/) (https://www.trinamic.com/solutions/research/leichtlast/) (https://www.tu-braunschweig.de/);Proaktive Zustandsueberwachung;Prognosefaehigkeit;Sicherheit;Logistik & Post;Analyse;Enable;Enable1-2:
415;Additive Fertigung in der Raumfahrt 4.0;https://lni40.de/lni40-content/uploads/2018/04/Usecases-DE_Additive_Fertigung_Raumfahrt.pdf;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;DMG Mori mit BASF und Hage (https://ch-de.dmgmori.com/) (https://www.basf.com/global/de/who-we-are/organization/locations/europe/german-companies/BASF_New-Business-GmbH/our-solutions/3d-printing.html);Additive Fertigung;Konnektivitaet;Produkt- & Dienstleistungseigenschaften;Aerospace & Defence;Herstellung;Make;Make4:
415;Additive Fertigung in der Raumfahrt 4.0;https://lni40.de/lni40-content/uploads/2018/04/Usecases-DE_Additive_Fertigung_Raumfahrt.pdf;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;DMG Mori mit BASF und Hage (https://ch-de.dmgmori.com/) (https://www.basf.com/global/de/who-we-are/organization/locations/europe/german-companies/BASF_New-Business-GmbH/our-solutions/3d-printing.html);Additive Fertigung;Konnektivitaet;Kosten;Aerospace & Defence;Herstellung;Make;Make4:
416;Exoskelett zur Sensibilisierung fuer ergonomische Lastenbewegung mittels Sensorik;https://lni40.de/lni40-content/uploads/2018/11/Usecases-DE-EXOSKELETT.pdf;Prototyp;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;HUNIC GmbH mit Steinbeis-Forschungszentrum Simulation (https://hunic.com/) (https://www.steinbeis.de/de/verbund/suche-im-steinbeis-verbund/detail.html?tx_z7suprofiles_detail%5Bprofile%5D=55&cHash=19d589188112c9d6a7d5ad185049d78d);Smarte Maschinen;Transparenz;Ergonomie;Logistik & Post;Unterstuetzung der MA;Deliver;Deliver8-11:
416;Exoskelett zur Sensibilisierung fuer ergonomische Lastenbewegung mittels Sensorik;https://lni40.de/lni40-content/uploads/2018/11/Usecases-DE-EXOSKELETT.pdf;Prototyp;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;HUNIC GmbH mit Steinbeis-Forschungszentrum Simulation (https://hunic.com/) (https://www.steinbeis.de/de/verbund/suche-im-steinbeis-verbund/detail.html?tx_z7suprofiles_detail%5Bprofile%5D=55&cHash=19d589188112c9d6a7d5ad185049d78d);Smarte Maschinen;Transparenz;Mitarbeiterzufriedenheit;Logistik & Post;Unterstuetzung der MA;Deliver;Deliver8-11:
417;Qualitaetsoptimierung mit Ditigal Twin bei Herkules Wetzlar GmbH;https://lni40.de/lni40-content/uploads/2019/04/Qualitaetsoptimierung-mit-digitalem-Zwilling.pdf;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;PtU Darmstadt Mittelstand 4.0 Kompetzenzzentrum Dramstadt (https://www.ptu.tu-darmstadt.de/)(https://kompetenzzentrum-darmstadt.digital/Umsetzen);Digital Twin;Prognosefaehigkeit;Durchsichtigkeit;Anlagen- und Maschinenbau;Prognose;Make;Make4:
417;Qualitaetsoptimierung mit Ditigal Twin bei Herkules Wetzlar GmbH;https://lni40.de/lni40-content/uploads/2019/04/Qualitaetsoptimierung-mit-digitalem-Zwilling.pdf;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;PtU Darmstadt Mittelstand 4.0 Kompetzenzzentrum Dramstadt (https://www.ptu.tu-darmstadt.de/)(https://kompetenzzentrum-darmstadt.digital/Umsetzen);Digital Twin;Prognosefaehigkeit;Prozessqualitaet;Anlagen- und Maschinenbau;Prognose;Make;Make4:
418;Smart Factory der Siemens AG in Amberg;https://www.industrie40award.de/smart-factory/;Pilotanwendung;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH;Siemens (https://new.siemens.com/global/en/company/topic-areas/arena-of-digitalization.html);Smart SCM;Adaptierbarkeit;Umsatz;Anlagen- und Maschinenbau;Herstellung;Make;Make4:
419;Smart SCM bei KAMAX Tools & Equipment GmbH & Co. KG. Homberg (Ohm);https://www.industrie40award.de/smart-scm/;Etabliert;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH;KAMAX (https://www.kamax.com/kompetenzen/#c484);Smart SCM;Adaptierbarkeit;Kosten;Automobil & -zulieferer;Herstellung;Make;Make4:
419;Smart SCM bei KAMAX Tools & Equipment GmbH & Co. KG. Homberg (Ohm);https://www.industrie40award.de/smart-scm/;Etabliert;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH;KAMAX (https://www.kamax.com/kompetenzen/#c484);Smart SCM;Adaptierbarkeit;Prozessdauer;Automobil & -zulieferer;Herstellung;Make;Make4:
420;Smart Factory bei Continental;https://www.mittelbayerische.de/wirtschaft-nachrichten/continental-steuert-die-smarte-fabrik-an-21840-art1726077.html;Prototyp;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;SAP (https://news.sap.com/germany/2019/07/continental-industrie-4-0/);Kollaborierende Roboter;Adaptierbarkeit;Produkt- & Dienstleistungseigenschaften;Automobil & -zulieferer;Unterstuetzung der MA;Make;Make3:
420;Smart Factory bei Continental;https://www.mittelbayerische.de/wirtschaft-nachrichten/continental-steuert-die-smarte-fabrik-an-21840-art1726077.html;Prototyp;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;SAP (https://news.sap.com/germany/2019/07/continental-industrie-4-0/);Kollaborierende Roboter;Adaptierbarkeit;Mitarbeiterzufriedenheit;Automobil & -zulieferer;Unterstuetzung der MA;Make;Make3:
421;Durchgaengig vernetzte Halbleiterproduktion bei der Robert Bosch GmbH in Reutlingen;https://www.bosch.com/de/produkte-und-services/vernetzte-produkte-und-services/industrie-4-0/;Forschungsprojekt;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;Robert Bosch (https://www.bosch-presse.de/pressportal/de/de/bosch-legt-grundstein-fuer-chipfabrik-der-zukunft-162368.html);Smarte Maschinen;Adaptierbarkeit;Kosten;Elektronik/Elektro;Herstellung;Make;Make3:
421;Durchgaengig vernetzte Halbleiterproduktion bei der Robert Bosch GmbH in Reutlingen;https://www.bosch.com/de/produkte-und-services/vernetzte-produkte-und-services/industrie-4-0/;Forschungsprojekt;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;Robert Bosch (https://www.bosch-presse.de/pressportal/de/de/bosch-legt-grundstein-fuer-chipfabrik-der-zukunft-162368.html);Smarte Maschinen;Adaptierbarkeit;Produkt- & Dienstleistungseigenschaften;Elektronik/Elektro;Herstellung;Make;Make3:
422;Nutzung von 3D-CAD-Modellen bei Siemens in Bad Neustadt an der Saale;https://new.siemens.com/global/en/company/topic-areas/arena-of-digitalization.html;Nutzung;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;Siemens (https://new.siemens.com/global/en/company/topic-areas/arena-of-digitalization.html);Smart SCM;Adaptierbarkeit;Kosten;Elektronik/Elektro;Herstellung;Make;Make4:
422;Nutzung von 3D-CAD-Modellen bei Siemens in Bad Neustadt an der Saale;https://new.siemens.com/global/en/company/topic-areas/arena-of-digitalization.html;Nutzung;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;Siemens (https://new.siemens.com/global/en/company/topic-areas/arena-of-digitalization.html);Smart SCM;Adaptierbarkeit;Prozessdauer;Elektronik/Elektro;Herstellung;Make;Make4:
423;Digitale Montagearbeitsplaetze von WS Kunststoff Service GmbH;https://www.plattform-i40.de/PI40/Redaktion/DE/Newsletter/2017/Ausgabe3/2017-03-newsletter-meldung-Praxisbeispiel1.html;Nutzung;WAHR;WAHR;WAHR;WAHR;FALSCH;WAHR;WS System  (https://www.ws-system.de/);Smart SCM;Prognosefaehigkeit;Prozessqualitaet;Kunststoffverarbeitung;Unterstuetzung der MA;Make;Make4:
423;Digitale Montagearbeitsplaetze von WS Kunststoff Service GmbH;https://www.plattform-i40.de/PI40/Redaktion/DE/Newsletter/2017/Ausgabe3/2017-03-newsletter-meldung-Praxisbeispiel1.html;Nutzung;WAHR;WAHR;WAHR;WAHR;FALSCH;WAHR;WS System  (https://www.ws-system.de/);Smart SCM;Prognosefaehigkeit;Mitarbeiterzufriedenheit;Kunststoffverarbeitung;Unterstuetzung der MA;Make;Make4:
424;Mangelberger Elektrotechnik GmbH;https://www.plattform-i40.de/PI40/Redaktion/DE/Anwendungsbeispiele/318-mangelberger-vernetzte-produktion/vernetzte-produktion-automatisierte-konfiguration-bei-mangelberger.html;Pilotanwendung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Mangelberger Elektrotechnik GmbH (https://www.mangelberger.com);Vernetzung von Systemen;Prognosefaehigkeit;Ordnung & Sauberkeit;Elektronik/Elektro;Kommunikation;Enable;Make3:
424;Mangelberger Elektrotechnik GmbH;https://www.plattform-i40.de/PI40/Redaktion/DE/Anwendungsbeispiele/318-mangelberger-vernetzte-produktion/vernetzte-produktion-automatisierte-konfiguration-bei-mangelberger.html;Pilotanwendung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Mangelberger Elektrotechnik GmbH (https://www.mangelberger.com);Vernetzung von Systemen;Prognosefaehigkeit;Kosten;Elektronik/Elektro;Kommunikation;Enable;Make3:
430;Machine-to-Machine (M2M) Connectivity bei AT&T;https://www.iotone.com/casestudy/zonar-takes-the-wheel-with-a-m2m-solution/c21;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Zonar;Vernetzung von Systemen;Konnektivitaet;Durchsichtigkeit;Logistik & Post;Kommunikation;Enable;Enable3:
430;Machine-to-Machine (M2M) Connectivity bei AT&T;https://www.iotone.com/casestudy/zonar-takes-the-wheel-with-a-m2m-solution/c21;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Zonar;Vernetzung von Systemen;Konnektivitaet;Unternehmenskommunikation;Logistik & Post;Kommunikation;Enable;Enable3:
431;Built-in GPS capability and an application for GIS mobility at Nova Scotia Power Inc. (NSPI);https://www.iotone.com/casestudy/nova-scotia-power-inc.-gps-functionality/c26;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;BlackBerry Enterprise Server;Ortsbestimmungs Sensorik;Sichtbarkeit;Kundenbeziehung;Energie. Versorgung;Oertliche (Rueck-) Verfolgung;Enable;Enable3:
431;Built-in GPS capability and an application for GIS mobility at Nova Scotia Power Inc. (NSPI);https://www.iotone.com/casestudy/nova-scotia-power-inc.-gps-functionality/c26;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;BlackBerry Enterprise Server;Ortsbestimmungs Sensorik;Sichtbarkeit;Produkt- & Dienstleistungseigenschaften;Energie. Versorgung;Oertliche (Rueck-) Verfolgung;Enable;Enable3:
432;Cisco Connected Mining solution bei Goldcorp;https://www.iotone.com/casestudy/goldcorp-internet-of-things-enables-the-mine-of-the-future/c37;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;AeroScout (https://www.aeroscout.com/index.html;Auto-ID;Sichtbarkeit;Kosten;Rohstoffe & Bergbau;Verifizierung;Enable;Enable4-7:
432;Cisco Connected Mining solution bei Goldcorp;https://www.iotone.com/casestudy/goldcorp-internet-of-things-enables-the-mine-of-the-future/c37;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;AeroScout (https://www.aeroscout.com/index.html;Auto-ID;Sichtbarkeit;Produkt- & Dienstleistungseigenschaften;Rohstoffe & Bergbau;Verifizierung;Enable;Enable4-7:
433;RFID System fuer das Bestandsmanagement bei BJC Healthcare;http://www.scw-mag.com/sections/healthcare/1020-bjc-healthcare;Pilotanwendung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Auto-ID;Sichtbarkeit;Kosten;Gesundheitswesen;Verifizierung;Source;Source4-6:
433;RFID System fuer das Bestandsmanagement bei BJC Healthcare;http://www.scw-mag.com/sections/healthcare/1020-bjc-healthcare;Pilotanwendung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Auto-ID;Sichtbarkeit;Produkt- & Dienstleistungseigenschaften;Gesundheitswesen;Verifizierung;Source;Source4-6:
434;Transportroboter im intelligenten Warenhausmanagement bei BLG Logistics;https://www.wfb-bremen.de/de/page/stories/digitalisierung-industrie40/blg-logistics-hat-einiges-auf-lager-zum-beispiel-eines-der-modernsten-kommissioniersysteme-europas;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Autonome Transportsysteme;Adaptierbarkeit;Kosten;Logistik & Post;Transport;Source;Make3:
434;Transportroboter im intelligenten Warenhausmanagement bei BLG Logistics;https://www.wfb-bremen.de/de/page/stories/digitalisierung-industrie40/blg-logistics-hat-einiges-auf-lager-zum-beispiel-eines-der-modernsten-kommissioniersysteme-europas;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Autonome Transportsysteme;Adaptierbarkeit;Ergonomie;Logistik & Post;Transport;Source;Make3:
435;Smartphone als Analysegeraet bei Schindler Aufzuege;https://www.nzz.ch/wirtschaft/fruechte-der-digitalisierung-schindler-flickt-aufzuege-mit-dem-iphone-ld.88698;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;Eigenentwicklung;Smart Mobile Applications;Konnektivitaet;Produkt- & Dienstleistungseigenschaften;Anlagen- und Maschinenbau;Unterstuetzung der MA;Enable;Enable3:
435;Smartphone als Analysegeraet bei Schindler Aufzuege;https://www.nzz.ch/wirtschaft/fruechte-der-digitalisierung-schindler-flickt-aufzuege-mit-dem-iphone-ld.88698;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;Eigenentwicklung;Smart Mobile Applications;Konnektivitaet;Ergonomie;Anlagen- und Maschinenbau;Unterstuetzung der MA;Enable;Enable3:
436;Selbst-organisierte Roboteranlage bei der Berger Gruppe;https://www.pressebox.de/pressemitteilung/heinz-berger-maschinenfabrik-gmbh-co-kg/Industrie-4-0-intelligente-Zufuehrsysteme-Robotics-und-ihre-Bedeutung-fuer-die-digitale-Produktion/boxid/950173;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;Eigenentwicklung;Vernetzung von Systemen;Adaptierbarkeit;Kosten;Werkzeugmaschinen;Herstellung;Make;Make4:
436;Selbst-organisierte Roboteranlage bei der Berger Gruppe;https://www.pressebox.de/pressemitteilung/heinz-berger-maschinenfabrik-gmbh-co-kg/Industrie-4-0-intelligente-Zufuehrsysteme-Robotics-und-ihre-Bedeutung-fuer-die-digitale-Produktion/boxid/950173;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;Eigenentwicklung;Vernetzung von Systemen;Adaptierbarkeit;Prozessdauer;Werkzeugmaschinen;Herstellung;Make;Make4:
437;Intelligente Montagelinie bei Bosch Rexroth;http://www.industrie2025.ch/industrie-40-know-how.html;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Auto-ID;Konnektivitaet;Ergonomie;Werkzeugmaschinen;Unterstuetzung der MA;Source;Source4-6:
437;Intelligente Montagelinie bei Bosch Rexroth;http://www.industrie2025.ch/industrie-40-know-how.html;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Auto-ID;Konnektivitaet;Kosten;Werkzeugmaschinen;Unterstuetzung der MA;Source;Source4-6:
438;3D-Drucker in der Schuhproduktion bei Adidas Speedfactory;https://digital.hbs.edu/platform-rctom/submission/adidas-speedfactory-impossible-is-nothing-with-automation/#;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Additive Fertigung;Konnektivitaet;Umsatz;Textil. Fashion;Herstellung;Make;Make4:
438;3D-Drucker in der Schuhproduktion bei Adidas Speedfactory;https://digital.hbs.edu/platform-rctom/submission/adidas-speedfactory-impossible-is-nothing-with-automation/#;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Additive Fertigung;Konnektivitaet;Produkt- & Dienstleistungseigenschaften;Textil. Fashion;Herstellung;Make;Make4:
439;Fahrerlose Transportsysteme (FTS) in der Sprinter-Fertigung bei Mercedes-Benz;https://automationspraxis.industrie.de/branchenloesungen/automotive-aerospace/fahrerlose-transportsysteme-verbessern-sprinter-fertigung/;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;*noch nicht eingetragen*;Autonome Transportsysteme;Konnektivitaet;Kosten;Automobil & -zulieferer;Transport;Make;Source4-6:
439;Fahrerlose Transportsysteme (FTS) in der Sprinter-Fertigung bei Mercedes-Benz;https://automationspraxis.industrie.de/branchenloesungen/automotive-aerospace/fahrerlose-transportsysteme-verbessern-sprinter-fertigung/;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;*noch nicht eingetragen*;Autonome Transportsysteme;Konnektivitaet;Ergonomie;Automobil & -zulieferer;Transport;Make;Source4-6:
442;Mixed-Reality Brille im Sales Prozess bei Thyssenkrupp Elevator;https://www.computerwoche.de/a/so-nutzt-thyssenkrupp-die-hololens-brille.3546160;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Microsoft Hololens;Smart Wearables;Konnektivitaet;Prozessqualitaet;Anlagen- und Maschinenbau;Unterstuetzung der MA;Enable;Enable3:
442;Mixed-Reality Brille im Sales Prozess bei Thyssenkrupp Elevator;https://www.computerwoche.de/a/so-nutzt-thyssenkrupp-die-hololens-brille.3546160;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Microsoft Hololens;Smart Wearables;Konnektivitaet;Produkt- & Dienstleistungseigenschaften;Anlagen- und Maschinenbau;Unterstuetzung der MA;Enable;Enable3:
443;"Druckluft as a Service" bei Kaeser Kompressoren;https://www.t-systems.com/resource/blob/8346/0c58117912be363cdb82aeadadfbb573/DL-flyer-KAESER-KOMPRESSOREN-SE-t-systems-de-09-2019.pdf;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;T-Systems mit SAP;IaaS (Infrastruktur im Allgemeinen);Adaptierbarkeit;Image & Reputation;Anlagen- und Maschinenbau;Zustandsbestimmung;Source;Source1-3:
443;"Druckluft as a Service" bei Kaeser Kompressoren;https://www.t-systems.com/resource/blob/8346/0c58117912be363cdb82aeadadfbb573/DL-flyer-KAESER-KOMPRESSOREN-SE-t-systems-de-09-2019.pdf;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;T-Systems mit SAP;IaaS (Infrastruktur im Allgemeinen);Adaptierbarkeit;Kundenbeziehung;Anlagen- und Maschinenbau;Zustandsbestimmung;Source;Source1-3:
444;Versand und Asset-Monitoring bei Quehenberger Logistics;https://www.t-systems.com/de/de/referenzen/digital/transportsicherheit-quehenberger-logistics;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;T-Systems (https://www.t-systems.com/);Passive Zustandsueberwachung;Sichtbarkeit;Kundenbeziehung;Logistik & Post;Datenerfassung;Deliver;Deliver12:
444;Versand und Asset-Monitoring bei Quehenberger Logistics;https://www.t-systems.com/de/de/referenzen/digital/transportsicherheit-quehenberger-logistics;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;T-Systems (https://www.t-systems.com/);Passive Zustandsueberwachung;Sichtbarkeit;Prozessqualitaet;Logistik & Post;Datenerfassung;Deliver;Deliver12:
446;5G Campus-Netz und Edge Clouds bei Osram;https://www.t-systems.com/de/de/referenzen/connectivity/5-g-campus-netzwerk-osram;Forschungsprojekt;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;T-Systems (https://www.t-systems.com/);Autonome Transportsysteme;Adaptierbarkeit;Ordnung & Sauberkeit;Elektronik/Elektro;Transport;Source;Source1-3:
446;5G Campus-Netz und Edge Clouds bei Osram;https://www.t-systems.com/de/de/referenzen/connectivity/5-g-campus-netzwerk-osram;Forschungsprojekt;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;T-Systems (https://www.t-systems.com/);Autonome Transportsysteme;Adaptierbarkeit;Prozessqualitaet;Elektronik/Elektro;Transport;Source;Source1-3:
447;Maschinenwartung aus der Cloud bei Baumueller GmbH;https://www.t-systems.com/de/de/referenzen/cloud-und-infrastructure/open-telekom-cloud-baumueller;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;T-Systems (https://www.t-systems.com/);Passive Zustandsueberwachung;Prognosefaehigkeit;Prozessqualitaet;Werkzeugmaschinen;Datenerfassung;Make;Make4:
447;Maschinenwartung aus der Cloud bei Baumueller GmbH;https://www.t-systems.com/de/de/referenzen/cloud-und-infrastructure/open-telekom-cloud-baumueller;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;T-Systems (https://www.t-systems.com/);Passive Zustandsueberwachung;Prognosefaehigkeit;Sicherheit;Werkzeugmaschinen;Datenerfassung;Make;Make4:
